casual,Shirt_white,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_brown,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_purple,long sleeve,Pants_black,long,,Drinks
traditional,Shirt_green,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_white,short,,Drinks
casual,Shirt_brown,short_sleeve,Pants_blue,short,,Drinks
formal,Shirt_orange,long sleeve,Pants_blue,long,,Drinks
casual,Shirt_brown,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_blue_jeans,short,,
casual,Shirt_blue,long sleeve,Pants_blue,long,,Drinks
casual,Shirt_grey,long sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_pink,short,,Drinks
casual,Shirt_green,long sleeve,Pants_white,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,
casual,Shirt_red,short_sleeve,Pants_brown,long,,Drinks
casual,Shirt_purple,short_sleeve,Pants_white,short,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_grey,short,,Drinks
casual,Shirt_yellow,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_black,long sleeve,Pants_pink,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_grey,long,Specs,Drinks
casual,Shirt_yellow,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_yellow,short_sleeve,Pants_grey,long,,Drinks
formal,Shirt_white,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_red,long,,Drinks
casual,Shirt_grey,long sleeve,Pants_green,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_brown,short_sleeve,Pants_white,long,,
casual,Shirt_white,short_sleeve,Pants_grey,long,,
casual,Shirt_grey,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_pink,short_sleeve,Pants_grey,long,,
casual,Shirt_white,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_white,short_sleeve,Pants_brown,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,Specs,Drinks
formal,Shirt_white,short_sleeve,Pants_black,long,,
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_purple,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,short,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_grey,long,,Drinks
traditional,Shirt_green,long sleeve,Pants_green,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_blue,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_red,long sleeve,Pants_black,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_purple,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_grey,long,,Drinks
formal,Shirt_red,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_blue,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,long,,
casual,Shirt_pink,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_brown,long sleeve,Pants_blue_jeans,long,,
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_brown,long sleeve,Pants_blue,long,,Drinks
casual,Shirt_black,long sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_white,short,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_green,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_orange,short_sleeve,Pants_brown,long,,Drinks
traditional,Shirt_purple,long sleeve,Pants_purple,long,,
casual,Shirt_white,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue ,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,short,,
casual,Shirt_brown,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,
casual,Shirt_orange,long sleeve,Pants_black,short,,Drinks
traditional,Shirt_white,short_sleeve,Pants_white,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,short,,
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_white,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,
casual,Shirt_grey,short_sleeve,Pants_black,long,,
formal,Shirt_white,long sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_orange,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_green,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_brown,short_sleeve,Pants_white,short,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_white,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_orange,long,,
casual,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_black ,short_sleeve,Pants_blue,short,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_blue,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_red,short,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_white,long sleeve,Pants_black,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_pink,short,,
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_brown,short_sleeve,Pants_pink,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_orange,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_white,short_sleeve,Pants_brown,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_yellow,short_sleeve,Pants_black,long,,
casual,Shirt_grey,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_blue,short_sleeve,Pants_red,short,,Drinks
casual,Shirt_white,long sleeve,Pants_black,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_white,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_green,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_red,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue_jeans,long,,Drinks
formal,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,long sleeve,Pants_black,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_yellow,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,Specs,
casual,Shirt_blue,short_sleeve,Pants_black,long,Specs,
casual,Shirt_white,short_sleeve,Pants_black,long,,
casual,Shirt_black,short_sleeve,Pants_grey,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_green,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,short,Specs,Drinks
formal,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,long sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue_jeans,long,,Drinks
traditional,Shirt_blue,long sleeve,Pants_blue,long,,Drinks
casual,Shirt_yellow,short_sleeve,Pants_blue_jeans,long,,
casual,Shirt_blue,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
traditional,Shirt_white,long sleeve,Pants_white,long,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_yellow,short_sleeve,Pants_blue_jeans,long,,
casual,Shirt_blue,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_white,short_sleeve,Pants_black,long,,
casual,Shirt_white,short_sleeve,Pants_blue_jeans,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_white,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,short,,
casual,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_purple,short,,Drinks
casual,Shirt_brown,short_sleeve,Pants_pink,long,,Drinks
casual,Shirt_orange,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_brown,short_sleeve,Pants_white,short,,Drinks
formal,Shirt_green,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_blue,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_white,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_purple,long sleeve,Pants_green,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_red,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,
casual,Shirt_white,short_sleeve,Pants_red,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_red,short,,
casual,Shirt_black,long sleeve,Pants_blue_jeans,long,,
casual,Shirt_blue,short_sleeve,Pants_blue_jeans,long,,
casual,Shirt_blue,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_brown,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_yellow,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,long,Specs,Drinks
casual,Shirt_white,short_sleeve,Pants_blue,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_orange,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue,short,Specs,Drinks
casual,Shirt_red,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_purple,short_sleeve,Pants_black,long,,Drinks
traditional,Shirt_white,short_sleeve,Pants_black,long,,
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_brown,long sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_brown,long sleeve,Pants_black,long,,
traditional,Shirt_brown,short_sleeve,Pants_blue,long,,
casual,Shirt_blue,short_sleeve,Pants_blue_jeans,short,Specs,
casual,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_white,long sleeve,Pants_black,long,,Drinks
formal,Shirt_white,long sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_black,short,Specs,Drinks
formal,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,Specs,Drinks
casual,Shirt_orange,long sleeve,Pants_white,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_blue_jeans,short,,Drinks
traditional,Shirt_red,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_purple,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_purple,short,,Drinks
traditional,Shirt_brown,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_purple,short,,Drinks
traditional,Shirt_brown,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,Specs,
casual,Shirt_yellow,short_sleeve,Pants_black,long,Specs,Drinks
formal,Shirt_blue,long sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,Specs,Drinks
traditional,Shirt_grey,long sleeve,Pants_grey,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,Specs,
casual,Shirt_white,short_sleeve,Pants_blue,short,Specs,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_white,long sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_red,short_sleeve,Pants_grey,long,,
casual,Shirt_brown,long sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_grey,long sleeve,Pants_blue,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,,
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_white,short,,Drinks
formal,Shirt_blue,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_brown,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_green,short_sleeve,Pants_grey,long,,Drinks
casual,Shirt_grey,short_sleeve,Pants_white,short,,Drinks
casual,Shirt_green,short_sleeve,Pants_pink,short,,Drinks
casual,Shirt_blue,short_sleeve,Pants_green,short,Specs,Drinks
casual,Shirt_black,short_sleeve,Pants_white,short,,
casual,Shirt_grey,short_sleeve,Pants_brown,short,,
casual,Shirt_white,short_sleeve,Pants_red,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_red,short,,Drinks
formal,Shirt_grey,short_sleeve,Pants_brown,short,,Drinks
formal,Shirt_orange,short_sleeve,Pants_brown,short,,Drinks
casual,Shirt_green,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_red,short,,Drinks
casual,Shirt_purple,short_sleeve,Pants_purple,short,,Drinks
formal,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_red,short,,Drinks
formal,Shirt_orange,short_sleeve,Pants_red,short,,Drinks
formal,Shirt_orange,short_sleeve,Pants_red,short,,Drinks
casual,Shirt_pink,short_sleeve,Pants_blue_jeans,short,,Drinks
traditional,Shirt_red,short_sleeve,Pants_black,long,,
casual,Shirt_orange,short_sleeve,Pants_black,short,,Drinks
formal,Shirt_pink,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_orange,short_sleeve,Pants_black,long,,Drinks
formal,Shirt_white,short_sleeve,Pants_white,short,,Drinks
formal,Shirt_purple,long sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_purple,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_white,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_purple,short,,Drinks
casual,Shirt_white,short_sleeve,Pants_purple,short,,Drinks
traditional,Shirt_white,short_sleeve,Pants_blue,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,short,Specs,
casual,Shirt_yellow,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_black,long,,
traditional,Shirt_grey,long sleeve,Pants_grey,long,,Drinks
casual,Shirt_red,short_sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_green,short_sleeve,Pants_black,short,,Drinks
formal,Shirt_blue,long sleeve,Pants_black,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
traditional,Shirt_blue,long sleeve,Pants_blue,long,Specs,Drinks
casual,Shirt_grey,long sleeve,Pants_blue,long,,Drinks
casual,Shirt_black,short_sleeve,Pants_blue_jeans,long,,Drinks
casual,Shirt_white,short_sleeve,Pants_white,short,,Drinks
casual,Shirt_black,short_sleeve,Pants_black,long,,Drinks
casual,Shirt_brown,long sleeve,Pants_black,long,Specs,Drinks
casual,Shirt_orange,short_sleeve,Pants_blue_jeans,long,,Drinks
formal,Shirt_blue,long sleeve,Pants_black,long,,Drinks
casual,Shirt_green,short_sleeve,Pants_brown,long,,Drinks
